"A"	"B"	"A0"	"D"	"E"	"F"	"G"	"H"	"I"	"C"	"AA"	"AB"	"AC"
"C11orf83"	0	8.5	7.42857142857143	7.42857142857143	4.1	9.625	39.2727272727273	5.69230769230769	16.4375	1	19.2	9.71428571428571	0
"ASPN"	6	0	67.8571428571429	0	61.4	278.125	0	0	4.125	321.642857142857	0	59	0
"ANKH"	0.555555555555556	33.2857142857143	55.2857142857143	0	0	0	0	0	3.1875	0	14.4	0	109
"BEX5"	26.2222222222222	12.3571428571429	0	23.7857142857143	0	0	0	4.23076923076923	9.5	0	4	0	95.6666666666667
"BEND7"	8	0	0	3.28571428571429	0	0	0	4.92307692307692	0.0625	0	0	0	0
"C16orf45"	0	32.0714285714286	0	26.2142857142857	8.1	0	11.0909090909091	10.9230769230769	0	0	0	0	0
"C11orf51"	29.7777777777778	32.2857142857143	25.8571428571429	2.57142857142857	27	0	0	20.7692307692308	2.3125	3.14285714285714	0	23.5714285714286	0
"ANKRD20A4"	0	0	0	0.0714285714285714	0	0	0	0	0	0	0	0	0
"ARHGEF5"	0.111111111111111	0	0	0	0	7	0	0	0	0	0	0.142857142857143	0
"ATG16L1"	0	21.3571428571429	0	0	0	0	0	14.8461538461538	0	23.8571428571429	0.4	0.142857142857143	0
"AARS2"	0	0	0	3.92857142857143	0.5	9.875	0	0	2.375	0	0	11.4285714285714	0
"ARHGEF4"	0.222222222222222	0	0	0.142857142857143	0	0	0	12.0769230769231	0	0	0	0	0.333333333333333
"C14orf182"	0	0	0	0	0	0	0	0	0	0	0	0	0
"APBB2"	0	4.21428571428571	0.571428571428571	3	5.8	64	2.72727272727273	35.6923076923077	22	0.571428571428571	0	10.4285714285714	18.6666666666667
"ADH4"	0	0	6.85714285714286	0	0	0	0	0	0	0	0	0	0
"ATP6V1C1"	81.1111111111111	47.5714285714286	0	68.1428571428571	0	0	23.0909090909091	11.8461538461538	6.6875	43.8571428571429	27	0	50
"C10orf47"	0	0	0	0	0	0	24.3636363636364	2.07692307692308	27	0	0	0	0
"ARHGAP5"	29.7777777777778	71	35.7142857142857	3.35714285714286	41.9	0.25	5.81818181818182	47.9230769230769	34.6875	52.2142857142857	0	0	0
"ARL11"	0	0	0	0	0	0	0	0	0	0	0	0	0
"BDKRB1"	0	0	0	0	0	0	0	0	0	0	0	0	0
"BRS3"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASH2L"	0	19.1428571428571	0	13.3571428571429	0	0	10.5454545454545	93.0769230769231	19	0	79.2	0	51
"BHLHA15"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ARF3"	1	53.6428571428571	0.142857142857143	16	3.5	0	0	33.0769230769231	0	0	26	23	0.333333333333333
"ALOX5"	0	8.92857142857143	0	0	0	0	0	0	0	0	0	0	0
"ASCC3"	54	99.2142857142857	29.5714285714286	1.5	0	0	2	7.07692307692308	18.4375	0.928571428571429	83.8	15.7142857142857	88
"ANKRD1"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ACAD11"	0	0	0	0.714285714285714	0	0	5.36363636363636	0.153846153846154	0	0	0	0	0
"BICD1"	2.88888888888889	0	0	0.642857142857143	0	0	1.90909090909091	0	0	0	0	0	0
"ACSM3"	2	0	0	0	0	0	0	1.84615384615385	25.625	0	0	0	0
"ATP8B5P"	0	0	0	0	0	0	0	0	0.3125	0	0	0	0
"ACHE"	0	0	0	0	0.3	0.125	0	0	0	0	0	0	0
"C16orf73"	0	0	0	0	0	0	0	0	0	0	0	0	0
"BABAM1"	16.4444444444444	44.3571428571429	0	38.6428571428571	0.7	0	58.0909090909091	54.8461538461538	21.625	2.78571428571429	19.6	52.5714285714286	0.333333333333333
"AGPAT4"	5.22222222222222	3.14285714285714	0	0	0	1.375	0	0	0	0	0	0	0
"ARAP2"	0	0	0	0.357142857142857	0	0	0	15.6153846153846	0	0	0	0	3
"ANP32D"	0	0	0	0	0	0	0	0	0	0	0	0	0
"AMZ1"	0	0	0	0	0	0	0	0	0.125	0	0	0	0
"AQP12A"	0	0	0	6.64285714285714	0	0	0	7.46153846153846	0	0	0	0	0
"ACAD9"	0	4.57142857142857	0	0	0.6	19.125	0	19.6923076923077	3.5	13.5	0	0	0
"ATXN2L"	12.8888888888889	0.0714285714285714	0.428571428571429	1.35714285714286	4.9	3	2.27272727272727	12.5384615384615	5.3125	7.07142857142857	0.6	3.14285714285714	0
"ATP12A"	0	0	0	7.42857142857143	0	0	0	3.69230769230769	33.3125	0	0	0	0
"C16orf88"	0.222222222222222	28.8571428571429	0	3.07142857142857	10.3	0.125	23.3636363636364	1.15384615384615	15.3125	0.285714285714286	0.2	0	0.666666666666667
"ANKRD9"	0	0	0	0	0	0	0	0	0	0	0	0	0
"BLOC1S2"	48.6666666666667	37.9285714285714	0	27.0714285714286	0	0	1.36363636363636	11.2307692307692	43.5	0	64.6	0	0
"BHLHE40"	0	0	0	0	0	0	10	0	9.6875	0	0	0	0
"ATP1B3"	50.5555555555556	78.9285714285714	64.7142857142857	10.3571428571429	15.4	0	460.272727272727	22.8461538461538	23.5625	67.5714285714286	42.2	195.857142857143	0
"ABCG4"	0	0	0	0	0	0	0	0	0	0	0	0	0
"B3GNT7"	0	0.785714285714286	0	0	0	0	0	0	0	0	1.4	0	13.6666666666667
"BCL2"	0	0	0	0	7.4	0	0	0	0	0.0714285714285714	0	0	0
"ADCK5"	0	11.2142857142857	0	0	0	0	0	0	0	0	0	0	0
"ANKRD11"	36.6666666666667	12.8571428571429	35	0.785714285714286	0.9	9.875	16.8181818181818	23.4615384615385	14.9375	61.0714285714286	11	28.4285714285714	68
"AP4M1"	0	13.9285714285714	0	6	0	0	6.81818181818182	0	16.875	47.5714285714286	0	0	0
"ANKS3"	0	1.35714285714286	0	0	0	0	0	1.30769230769231	0.0625	0	3.2	0	0
"ARHGEF26-AS1"	0	0	0	0	0	0	0	0	0	0	0	0	0
"C15orf5"	0	0	0	0	26.6	0	0	0	0	0	0	0	0
"ARMC4"	0	0	0	0	0	0	0	0.384615384615385	2	0	0	0	0
"ARHGEF10"	0	0	19.4285714285714	0	0.3	0	0.0909090909090909	0	0	9.28571428571429	0	0	0
"ATP11A"	0.222222222222222	62.5	25	15.7142857142857	0	0	34.4545454545455	0.923076923076923	0.6875	0.0714285714285714	0	0	0
"ADAM8"	0	0	6.85714285714286	0	0	0	0	0	3.0625	0	0	0	0
"ATP5SL"	12.3333333333333	20	0	10.4285714285714	0	0	0	29.6153846153846	7.375	0	0	0	0
"ANKIB1"	32.5555555555556	1.64285714285714	0	11.5714285714286	74.8	0	35.8181818181818	5.92307692307692	20.6875	4.57142857142857	0	0.857142857142857	24.3333333333333
"ARNTL2"	0	0	0	0	0	0	0	3.61538461538462	0	0	0	0	0
"ABCC3"	0	0	0	1.78571428571429	0	0	0	0	17.1875	0	0	0	0
"ABHD12B"	0	0	0	0	0	0	0	0	0	0	0	0	0
"BAIAP2"	10.1111111111111	5.71428571428571	0	0	58.3	0	1.45454545454545	0	0	0	0.4	0	0
"ANKRD39"	0	13.8571428571429	0	1	22.3	0	0	5.15384615384615	0	0	15.6	0	0
"ANKRD65"	0	30.1428571428571	0	3.64285714285714	0	0	0	0.230769230769231	7.9375	0	9.2	0	0
"BRD4"	4.44444444444444	14.9285714285714	0	0.857142857142857	0.1	4.5	0.0909090909090909	0.230769230769231	5.125	14.4285714285714	0.6	0	0
"ASCL1"	0.222222222222222	0	0	0	0	0	0	0	0	0	0	0	0
"C11orf67"	7	24.6428571428571	0.142857142857143	11.6428571428571	20.8	1.625	32.4545454545455	22.1538461538462	39.0625	39	0	0	0
"AGMO"	0	0	0	0	0	0.5	0.363636363636364	0	0	0	0	0	0
"C17orf104"	0	0	0	0	0	0	0	0	0	0	13.2	0	0
"ADCY6"	0	0	0	0	5.1	0	0	15.7692307692308	0	25.0714285714286	0	0	0
"ABRA"	0	0	0	0	0	0	0	0	0	0	0	0	0
"BACH1"	50.2222222222222	64.1428571428571	0	4.07142857142857	0.8	0.625	0	34.6923076923077	13.25	0	21.4	14.4285714285714	0
"AACS"	13.7777777777778	14.3571428571429	0	1.5	0	0	0	98.0769230769231	1.4375	0	94.2	39.4285714285714	41.3333333333333
"AIP"	64.2222222222222	0.928571428571429	38.2857142857143	8.35714285714286	5.3	79.375	64.5454545454545	8.69230769230769	4.75	0.0714285714285714	70.8	0	13.3333333333333
"C14orf167"	8.44444444444444	5.57142857142857	0	50.1428571428571	0	0	0	58.7692307692308	20.3125	0	33.4	0	0
"C14orf39"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ARHGAP20"	0	0	0	0	0	0	0	0	0	0	0	0	0
"C10orf125"	0	0	0	0	56.8	0	0	3.76923076923077	0.5625	0.142857142857143	0	0	0
"ADAM33"	0	0	14.1428571428571	0	6.7	7.625	0	0	0	0.214285714285714	0	0	0
"C11orf96"	0	0	16.1428571428571	0	36.4	42.25	13.0909090909091	0	0	4.28571428571429	0	69.4285714285714	0
"C15orf17"	0	26	0	18.0714285714286	0	0.25	0.363636363636364	0.692307692307692	0.5625	73.2142857142857	3.4	0	57
"ADAM17"	0	13.2142857142857	3.85714285714286	0.285714285714286	0.1	0.125	3.36363636363636	9.15384615384615	0.5625	5.78571428571429	3.2	2.85714285714286	0
"APLNR"	0	0	5.71428571428571	0	0	2.75	160.181818181818	0	0	0	0	10.7142857142857	0
"ANKRD26"	0.555555555555556	5.21428571428571	0	24.7142857142857	0.8	0	51.5454545454545	26.5384615384615	58.9375	0.0714285714285714	61.4	0	2.66666666666667
"ARMCX1"	0	0	11.8571428571429	0	0	24.75	0	5.84615384615385	0	1.07142857142857	0	0	72
"ACE2"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ALOX12"	0	0	0	0	0	0	0	0	0	8.57142857142857	0	0	0
"ANAPC11"	70.1111111111111	202.214285714286	41.2857142857143	56.9285714285714	168.7	47.5	57.6363636363636	95.3846153846154	80.4375	56.5	95.4	183	159
"ANAPC16"	71.5555555555556	94.0714285714286	147.285714285714	205.857142857143	128.3	53.25	38.9090909090909	124.923076923077	89.1875	65	64.2	13.7142857142857	134.666666666667
"ARRDC5"	0	0	0	0	0	0	0	0	0	0	0	0	0
"AP1AR"	0.111111111111111	0	48.8571428571429	27.5	0	0	28.4545454545455	0	0	0.0714285714285714	0	5.85714285714286	0
"BTN3A2"	0	0	0	2.64285714285714	24.6	3.5	0	0	0	1.71428571428571	0	2	0
"ANKUB1"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ALKBH4"	0	64	0	0	0.8	0	0	0	0	0	2	0	0
"ANGPT4"	0	0	0	0	0	0	0	0	0	0	0	3.14285714285714	0
"ASB9"	206.222222222222	12.2142857142857	0	7.92857142857143	0.1	0	0	0	0	0	0	0	0
"ANGPT2"	0.111111111111111	9.07142857142857	13.8571428571429	0.214285714285714	136.1	0	0	0.0769230769230769	10.5625	26.6428571428571	0.4	87.4285714285714	0
"C16orf59"	28.3333333333333	0.0714285714285714	0	0	0	0	0	15.0769230769231	0	0	0	0	0
"APOC4-APOC2"	0	0	0	0	0	0	0	0	0	0	0	0	0
"BRPF1"	0	0	0	0	0	0	0	0	0.75	0	0	0.571428571428571	0
"ADAMTS4"	0	0	5.42857142857143	0	23.6	61.625	1.81818181818182	0	0	30.3571428571429	0	30.2857142857143	0
"C15orf27"	0	0	0	0.142857142857143	0	0	0	0	0	0	0	0	0
"ADH1C"	0	0	0	0	0	0	0	0	6.125	0	0	0	0
"ART4"	27.7777777777778	17.0714285714286	0	0	0	0	0	0	0	0	0	0	0
"AKT1S1"	0	2.78571428571429	0	0.214285714285714	0	0	4.90909090909091	0	0	0.642857142857143	0	0	43.3333333333333
"ABCD3"	31.1111111111111	15.7142857142857	0	22.5714285714286	37	95.25	0	12.9230769230769	43.9375	54.2857142857143	17.4	2.85714285714286	0
"AAMP"	0	95.1428571428571	0	35.2857142857143	0	0	0	99	31.125	45.8571428571429	0	1.85714285714286	0.333333333333333
"ATAT1"	8.22222222222222	44.6428571428571	10.5714285714286	2.85714285714286	40.1	1.375	8.81818181818182	50.9230769230769	24.1875	43.8571428571429	0	0	0
"ARL4C"	0	42.4285714285714	0	7.07142857142857	0	0	0	0.0769230769230769	3.375	0	45.8	0	0
"ARV1"	36.1111111111111	0	81.8571428571429	2.14285714285714	43	18.5	44.0909090909091	0	0	6.64285714285714	0	0.142857142857143	0
"C10orf96"	0	0	0	0	0	0	0	0	0	0	0	0	0
"BGN"	0	0	108.285714285714	0	171.1	36.25	0	0	1.4375	88.5	0	121.857142857143	0
"C15orf32"	0	0	0	0	0	0	0	0	0	0	0	0	0
"BCL11A"	31.4444444444444	22.5714285714286	31	6.21428571428571	0	0	6.18181818181818	30	8.75	46.2142857142857	5	0	0
"ALS2CR8"	0	0	0	0	0	0	0	0	6.5	0	0	0	0
"AHSG"	0	0	0	0	0	0	0	0	0	0	0	0	0
"C16orf7"	0	1.21428571428571	0	0	0	0	2	0.0769230769230769	7.5	0	0	0	0.666666666666667
"BCAN"	0	0	0	3.5	0	0	0	0	0	0	0	0	0
"C12orf73"	2.77777777777778	34.2857142857143	0	11.0714285714286	0	0	28.3636363636364	0	0	0	7.2	0	0
"ABHD5"	55.3333333333333	57.2857142857143	0	23.9285714285714	0	0	0.363636363636364	0	3.625	8.35714285714286	1	0	0
"ADAT1"	0	4.07142857142857	0	0	0	0	0	1.23076923076923	0	71.0714285714286	0	25.1428571428571	0
"BOD1P"	0	0	0	0	0	0	0	0	0	0	0	0	0
"C17orf100"	0	19	0	5.71428571428571	0	0.125	13.4545454545455	25.4615384615385	21.25	0	0	29.4285714285714	0.333333333333333
"AADACL4"	0	0	0	0	0	0	0	0	0	0	0	0	0
"BEND3"	2.11111111111111	8.42857142857143	0.142857142857143	0	0	0	0	2.61538461538462	0.625	0	0	0	0
"ACMSD"	0	0	0	0.5	0	0	0	0	0	0	0	0	0
"ATP5H"	67.4444444444444	112.428571428571	44.1428571428571	83.9285714285714	98.4	35.125	42.9090909090909	100.230769230769	125.25	53.2857142857143	32	114.285714285714	160.333333333333
"BRWD3"	0	8.71428571428571	0	1.92857142857143	0	0	0	0.0769230769230769	1.4375	0	91.6	0	0
"ABHD3"	0	0	0	6.5	0	0	0	0.923076923076923	0.1875	0	0	0	0
"ASAP2"	0	0	1.57142857142857	1.35714285714286	7.5	0	6.45454545454545	4.38461538461539	9.625	0.642857142857143	0	13.5714285714286	179.666666666667
"C17orf39"	0	0	0	0	0	0	33.7272727272727	18.3846153846154	8.9375	4.21428571428571	0	104	0
"ADAM12"	6.55555555555556	0	0	0	0	0	0	0	0	0	0	0	0
"ACSM4"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ADI1"	1	24	158.428571428571	32	164.9	119.75	0.0909090909090909	31.8461538461538	17.5625	57.2142857142857	0.4	0.285714285714286	107.333333333333
"C11orf54"	1.11111111111111	16.7857142857143	9	23.7857142857143	13.3	5.75	46.1818181818182	12.9230769230769	55.625	17.5	3.4	0	44.3333333333333
"ARMC5"	5.55555555555556	0	0	0	0	0	0	0	0.0625	0	0	0	1.66666666666667
"C16orf86"	0	0	0	10.2142857142857	4.1	0	0	0	0	0	0	0	0
"C11orf93"	0	0	0.285714285714286	14	0	0	0	0	0.75	0	0	0	0
"ABCG8"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ANTXRL"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ABCD4"	6.22222222222222	0	50.7142857142857	7.21428571428571	5.1	2.5	88.0909090909091	23.5384615384615	38.75	0	13.4	0	0
"ANXA9"	0	0	0	0	0	0	0	0	0	0	0	0	0
"APOPT1"	30.8888888888889	27.7857142857143	45.4285714285714	4.21428571428571	30.8	0	4.54545454545455	26.3846153846154	8.625	67	100.6	26	0
"ADAM21P1"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ACRBP"	0	12	0	0	0	0	0.636363636363636	0	0	0	0	0	0
"AGPAT4-IT1"	0	0	0.714285714285714	0	0	0	0	0	0	0	0	0	0
"AKR1B10"	0	1.35714285714286	0	0	0	0	0	0	0	0	0	0	0
"BBC3"	0	0	0	0	0	0	0	0.384615384615385	0	0	0	0	0
"BMPR1A"	0	44.2142857142857	0	10.2857142857143	0	49.625	0	11.3076923076923	0	40.1428571428571	101.2	0	0
"C14orf105"	0	0	0	50.1428571428571	0	0	0	81.6923076923077	91.9375	0	0.2	0	0
"ANKRD36"	61.1111111111111	64.4285714285714	17.1428571428571	34.9285714285714	67.4	15	11.2727272727273	25.8461538461538	27.9375	58.5714285714286	21	25	25.6666666666667
"AQP7P1"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ABCC2"	13.6666666666667	0	0	0	0	0	0	0	0	0	0	0	0
"BNIP3"	57.2222222222222	7	0	141	29.7	0	17.7272727272727	148.846153846154	34.3125	0.142857142857143	44	0	0
"ANKRD30B"	0	0	0	0	0	0	0	0	0	0	0	0	0
"A2MP1"	0	0	0	0	0	0	0	0	0	0	0	0	0
"AK4"	6	0	0	0	7.7	0	0	0	0	1.14285714285714	1	0	0
"ANKRD13B"	1.55555555555556	1	0	0	0	0	0	0	0	0	0.2	0	0
"AMT"	21.2222222222222	0	0	6.42857142857143	16.4	0	0	0.230769230769231	19.375	0	3.4	0	0
"ABLIM3"	0	0	0	0	0	0	0	0	0	0	0	0	0
"BRP44"	112.444444444444	130.571428571429	0	70.9285714285714	0	0	61.2727272727273	94.3846153846154	200.0625	18.2142857142857	141.2	31.4285714285714	316
"ACOT13"	27.6666666666667	55	12	34.2142857142857	27	0	36.3636363636364	34.7692307692308	29.1875	43.3571428571429	0	0	31
"ACYP1"	1.11111111111111	14.8571428571429	0	0.214285714285714	16.8	8.375	10.7272727272727	0	17.375	3.71428571428571	0	32.2857142857143	10.3333333333333
"ATF7"	43.7777777777778	5.85714285714286	0	29.8571428571429	27.3	73.625	81.3636363636364	12.3076923076923	35.375	74.8571428571429	0	0	0
"B9D1"	17.8888888888889	32.7142857142857	63.4285714285714	22.8571428571429	0	0	0	57.6153846153846	2.875	0	0	0	95.6666666666667
"BASP1P1"	0	0	0	0	0	0	0	0	0	0	0	0	0
"AIM2"	0	0	0	0	0	0	0	0	0	0	0	0	0
"C13orf33"	0	0	0	0	0	0	0	0	0	0	0	0	0
"AQP5"	0	0	0	0	0	0	0	0	0	0	0	0	0
"AKAP3"	0	0	0	0	0	0	0	1.53846153846154	0	0	0	0	0
"ADAMTS2"	0	0	0	0	0	231.125	0	0	0	0	0	0.142857142857143	0
"ACSM2B"	0	0	0	0	0	0	0	0	0	0	0	0	0
"BRCC3"	0	20.0714285714286	0	6.14285714285714	0	0.5	3.81818181818182	27.3076923076923	5	0	10.6	0	89.3333333333333
"AVP"	0	0	0	0	0	0	0	0	0	0	0	0	0
"C15orf63"	0	0	0	0	0	0	0	0	0	0	0	0	0
"C16orf42"	10.7777777777778	11.7142857142857	0	6.42857142857143	13.4	3.625	0	43.3076923076923	4.0625	0	0	30.1428571428571	0
"ADAD2"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ALDH9A1"	30	118.142857142857	46.7142857142857	24.3571428571429	61.5	44.875	0	12.6923076923077	33.125	0.142857142857143	47.2	1.85714285714286	0
"AKAP7"	0.333333333333333	0	0	19.1428571428571	0	0	0	11.9230769230769	85.625	0	0	0	0
"C11orf74"	0	22.4285714285714	0	10.2142857142857	0.7	0.125	20.1818181818182	22.4615384615385	57.75	23.0714285714286	25.2	0	0
"ACOX2"	0	0	0	4.14285714285714	0	79.875	0	0	0	0	0	0	0
"APOBEC1"	0	0	0	0	0	0.125	0	0	0	0	0	0	0
"BRWD1-IT2"	0	0	0	0.857142857142857	0	0	0	0	0	0	21.4	0	0
"C15orf59"	0	0	0	0	0	0	0	0	0	0	0	0	0
"AGPAT1"	0	5.64285714285714	47.2857142857143	23.1428571428571	0	15.125	0	5.46153846153846	7.4375	19.4285714285714	52.2	83	57.3333333333333
"APOBEC3D"	0	0	0	0	4.5	0	0	0	0	0	0	0	0
"ASPM"	0	0	0	11.1428571428571	32.7	4.5	0	0.692307692307692	0	0	0	61	0
"C16orf57"	15.2222222222222	14.4285714285714	0	10.8571428571429	0	0.125	10.6363636363636	0	0.625	0	0	0	0
"ARHGAP21"	0	0	0	20.2142857142857	0	50.625	52.9090909090909	0	10.6875	4	10	29.7142857142857	13.6666666666667
"ATP6V1A"	47.5555555555556	123	0	45.7857142857143	0	6.125	101.909090909091	75.6153846153846	8.5	17.2142857142857	54.4	16.5714285714286	0
"ATG12"	34.3333333333333	4.35714285714286	22.5714285714286	17	48.5	0	38.9090909090909	22.5384615384615	0.1875	40.6428571428571	74.8	26.2857142857143	0
"ACTR6"	13.2222222222222	6.78571428571429	15.5714285714286	13	18.3	0	0	6.07692307692308	15.0625	0	118.8	70.7142857142857	70.6666666666667
"ANXA2P1"	0	0	0	0	0.2	0	0.0909090909090909	0	20.125	0	0	0	0
"ARID3B"	0	7.85714285714286	0	0	0	0	0	0.307692307692308	0	0	3.4	0	0
"ASB17"	0	0	0	0	0	0	0	0	0	0	0	0	0
"C12orf71"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ABLIM1"	7.55555555555556	0	0	0	0	0.25	46.1818181818182	29.7692307692308	3.875	0	7	0	0
"ANKRD34C"	0	0	0	0	0	0	0	0	0	0	0	0	0
"C16orf13"	0.777777777777778	54.7857142857143	0	8.5	0	0	0	3	17.6875	1.35714285714286	9	36.8571428571429	15
"C11orf21"	0	0.142857142857143	1.28571428571429	0	0	0	0	0	0	0	0	0	0
"ADAM2"	0	0	0	0	0	0	0	0	0	0	0	0	0
"C14orf79"	0	0	73.4285714285714	3	0	0	0	11.1538461538462	2.1875	0	0	0	0
"ACOT6"	0	0	0	0	0	0	0	0	0	0	0	0	0
"APPL1"	21.8888888888889	19.5	0	5.14285714285714	0	97	0	27.2307692307692	18.625	27.0714285714286	0.2	0	0
"ANGPTL7"	0	0	0	0.5	0	0	0	0	0	0	0	0	0
"BCL7C"	0.888888888888889	1.07142857142857	0	1.14285714285714	34	34.375	15.7272727272727	2.15384615384615	8.125	2.14285714285714	0	3.42857142857143	0
"ACTA2"	0	0	287.714285714286	0	7786	3.875	0	0	0	158	0	1312.42857142857	0
"ANKRD40"	8.33333333333333	2.21428571428571	5.42857142857143	1.35714285714286	12.8	3.875	0.636363636363636	61.6153846153846	8.0625	5.42857142857143	0	13.8571428571429	34.6666666666667
"BNIP1"	31.5555555555556	5.78571428571429	25.7142857142857	1.85714285714286	0.5	0	0	8.15384615384615	34.375	0	0	0	0
"ATP1A4"	0	0	0	0	0	0	0	0	0	0	0	0	0
"AFAP1L2"	0	0	4.14285714285714	0	5.5	65.875	0	0	0	57.7142857142857	0	37.2857142857143	20.6666666666667
"ACAT2"	18	119.142857142857	55	6.21428571428571	59.2	0	0	0	0	53.1428571428571	0.2	0	0
"APOL4"	0	0	0	0	0	0	84.4545454545455	0	0	0	0	0	0
"ADSSL1"	0	8.78571428571429	0	0	0	0	0	0	0	0	0	0	32
"C14orf2"	93.6666666666667	151.928571428571	157.428571428571	101.5	121.3	36.625	68.8181818181818	127	148.125	101.714285714286	115.6	130.714285714286	250.666666666667
"C12orf12"	0	0	0	0	0	0	0	0	0	0	0	0	0
"AIFM3"	0	0	0	4.07142857142857	0	0	0	0	8.6875	0	0	0	0
"ATP6V0A2"	0	0	1.14285714285714	0	0	10	0	0	8.1875	0	0	0	33.6666666666667
"ANKRA2"	27.3333333333333	15.3571428571429	52.5714285714286	23.0714285714286	30	0	85.7272727272727	48.0769230769231	10.6875	0	0	16.5714285714286	0
"ANXA7"	129.777777777778	70	0	92.2857142857143	26.5	0	269.818181818182	152.923076923077	55.8125	84.2142857142857	356.6	0	137
"C15orf56"	0	0	0	0	0	0	0	0	0	0	0	0	0
"C10orf25"	0	0	0	0	0	0	0	0	0	43.6428571428571	0	0	0
"AXIN2"	0	0	0	0	13.8	0	0	0	0	6.07142857142857	61.6	22.8571428571429	0
"C14orf183"	0	0.0714285714285714	0	0	0	0	0	0	0	0	0	0	0
"ALG10B"	0	0	0	6.71428571428571	0	0	0	0.0769230769230769	30.6875	0	0	0	0
"ATP6V0A1"	111.666666666667	6.14285714285714	23.5714285714286	0	0	6.75	2.09090909090909	0	2	0	27.4	4.57142857142857	0
"BAI2"	0	0	0	0	0	41.375	0	0	0	0	0	0	16.3333333333333
"ACLY"	101.555555555556	59.0714285714286	0	10.3571428571429	46.2	7.25	0.454545454545455	21.9230769230769	7.4375	0	86.2	19.7142857142857	141.666666666667
"C14orf162"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ANKRD30BP2"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ARHGAP23"	0	0	2.57142857142857	0	0	58.625	13.8181818181818	0	0	22.3571428571429	0	20.8571428571429	0
"ACTRT2"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ADCK1"	0	41.6428571428571	0	1.35714285714286	0	1.875	0	0	0	0	1.6	0	0
"APOA4"	0	0	0	0	0	0	0	0	0	0	0	0	0
"C10orf81"	0	0	0	0	0	0	0	0	0	0	0	0	0
"BAI1"	0	0	0	0	0.2	0	0	0	0	0	0	0	0
"ASXL1"	63.1111111111111	22.4285714285714	22.2857142857143	24.9285714285714	0	16	0	12.9230769230769	36.8125	9.07142857142857	15	0	0
"AK5"	0	12.8571428571429	0	0	0	0	0	1.61538461538462	0	34.2857142857143	3	0	76
"ABHD12"	2.44444444444444	0	63.7142857142857	16.2142857142857	0	0	0	5.46153846153846	4.8125	0	26	58.5714285714286	88
"ACE"	15.2222222222222	0	0	0	0	0	1	0	0	0	0	0	2
"AZU1"	0	0	20.8571428571429	0	0	0	0	0	0	0	0	0	0
"AP3B2"	0	30.5	0	0	0	0	0	0	0	0	0	0	0
"APPBP2"	20.5555555555556	105.357142857143	10.7142857142857	32.1428571428571	57.5	88	20.6363636363636	15.0769230769231	1.375	1.07142857142857	5.6	0	0
"ADAM30"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ABHD4"	0	0	0	0.0714285714285714	156.5	1.75	0	10.8461538461538	5.4375	0	0	0	0
"ADAM18"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ACTB"	753.333333333333	2346	2055.85714285714	942.642857142857	3638.2	694.75	2269.54545454545	1064.38461538462	969.0625	1437.78571428571	1194.4	3575.28571428571	920.333333333333
"AP1S3"	10.8888888888889	38.8571428571429	0	0	0	0	0	0	33.5625	0	0	0	0
"BEND4"	0	0	0	0	0	0	0	0	0	0	0	0	0
"AGA"	0	24.4285714285714	0	14.2857142857143	0	0	0	30.2307692307692	12.625	0	2	0	0
"B3GNT4"	0	0	0	0	0	0	0	0	0	0	0	0	0
"APLN"	5.11111111111111	0	0	0	0	0	0	0	0.75	0	0	0	0
"AKT3"	91.2222222222222	159.571428571429	2	0.571428571428571	77.4	136.625	31.4545454545455	6.07692307692308	19.5625	16.2142857142857	2.2	11.2857142857143	58.3333333333333
"BTN3A3"	0	0	0	0	0	0	22.4545454545455	0	0	54.2857142857143	0	0	0
"ASMT"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ATP11B"	0	1.57142857142857	0	0	1.6	14.25	0	0	17	0	24	42.4285714285714	95
"ASS1"	19.7777777777778	0	0	6.14285714285714	0	0	48.2727272727273	0	0	0	0	0	0
"ASB4"	0	0	0	0	0	0	0	0	0	0	0	0	0
"BOD1L"	29.6666666666667	51.7142857142857	0	11	22.1	0	63.0909090909091	22.1538461538462	23.3125	55.2857142857143	21.6	43	0
"ATP2A2"	34	4.78571428571429	0	1.92857142857143	0.7	62.625	9.54545454545454	0.538461538461538	17.75	0.142857142857143	4	1.57142857142857	0.333333333333333
"ANKRD36BP2"	2	0	0	0	0.2	0	0	0	0	0	126.8	0	51
